element_closure_id,CR119_element_closure_id,Z,N,A,proton_count,neutron_count_primary,electron_count,total_particle_count,quark_u_count,quark_d_count,quark_e_count,P_address,quark_address,native_element_capacity,radix_cycle,radix_slot,shell_period,shell_capacity,shell_occupancy,shell_status,selected_depth_index,residual_twelfths,primary_ladder_role,native_primary_isotope_status,GR_qA_total_computed,G_tensor_computed,retained_7G_computed,CR119_qA_total_primary,CR119_tensor_carrier_support_primary,CR119_retained_write_support_primary,GR_matches_CR119_qA,G_matches_CR119_tensor,retained_matches_CR119,natural_synthetic_boundary_status,CR119_natural_synthetic_boundary_status,reference_clock,known_symbol_downstream,known_name_downstream,known_label_used_as_construction_input,selector_all_native_126,selector_known_z_118,selector_z_le_83_count_threshold,selector_z_le_83_reference_holes_removed,selector_qp094a_stable_anchor,selector_qp094a_anchor_or_half,selector_closed_shell,selector_roworder_skeleton_slot,selector_roworder_skeleton_or_closed_shell,selector_roworder_skeleton_and_z_le_83,selector_downstream_natural_surface,construction_note
CR220-EZ084,QP094A-EZ084,84,126,210,84,126,84,294,294,336,84,84p+126n+84e,294u+336d+84e,126,7,12,5,32,24,OPEN_SHELL,6,0,FLOOR_PRIMARY,STABLE_ANCHOR_ISOTOPE_CLOSURE,6232.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,779.0781249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,5453.546874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,6232.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,779.0781249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,5453.546874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Po,Polonium,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ085,QP094A-EZ085,85,134,219,85,134,85,304,304,353,85,85p+134n+85e,304u+353d+85e,126,8,1,5,32,25,OPEN_SHELL,7,7,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,6307.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,788.454427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5519.180989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,6307.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,788.454427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5519.180989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,At,Astatine,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ086,QP094A-EZ086,86,136,222,86,136,86,308,308,358,86,86p+136n+86e,308u+358d+86e,126,8,2,5,32,26,OPEN_SHELL,7,2,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,6381.895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,797.7369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,5584.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,6381.895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,797.7369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,5584.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Rn,Radon,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ087,QP094A-EZ087,87,137,224,87,137,87,311,311,361,87,87p+137n+87e,311u+361d+87e,126,8,3,5,32,27,OPEN_SHELL,7,9,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,6456.031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,807.0039062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,5649.027343749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,6456.031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,807.0039062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,5649.027343749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Fr,Francium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ088,QP094A-EZ088,88,139,227,88,139,88,315,315,366,88,88p+139n+88e,315u+366d+88e,126,8,4,5,32,28,OPEN_SHELL,7,4,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,6530.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,816.286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5714.005208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,6530.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,816.286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5714.005208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Ra,Radium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ089,QP094A-EZ089,89,140,229,89,140,89,318,318,369,89,89p+140n+89e,318u+369d+89e,126,8,5,5,32,29,OPEN_SHELL,7,11,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,5778.873697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,5778.873697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Ac,Actinium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ090,QP094A-EZ090,90,142,232,90,142,90,322,322,374,90,90p+142n+90e,322u+374d+90e,126,8,6,5,32,30,OPEN_SHELL,7,6,FLOOR_PRIMARY,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,6678.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,834.8359374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,5843.851562499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,6678.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,834.8359374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,5843.851562499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Th,Thorium,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ091,QP094A-EZ091,91,144,235,91,144,91,326,326,379,91,91p+144n+91e,326u+379d+91e,126,8,7,5,32,31,OPEN_SHELL,7,1,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,844.118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5908.829427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,844.118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5908.829427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Pa,Protactinium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ092,QP094A-EZ092,92,145,237,92,145,92,329,329,382,92,92p+145n+92e,329u+382d+92e,126,8,8,5,32,32,CLOSED_SHELL,7,8,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,5973.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,5973.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,U,Uranium,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ093,QP094A-EZ093,93,147,240,93,147,93,333,333,387,93,93p+147n+93e,333u+387d+93e,126,8,9,6,18,1,OPEN_SHELL,7,3,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,6901.343749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,862.6679687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6038.675781249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,6901.343749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,862.6679687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6038.675781249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Np,Neptunium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ094,QP094A-EZ094,94,148,242,94,148,94,336,336,390,94,94p+148n+94e,336u+390d+94e,126,8,10,6,18,2,OPEN_SHELL,7,10,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,871.934895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6103.544270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,871.934895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6103.544270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Pu,Plutonium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ095,QP094A-EZ095,95,150,245,95,150,95,340,340,395,95,95p+150n+95e,340u+395d+95e,126,8,11,6,18,3,OPEN_SHELL,7,5,FLOOR_PRIMARY,BOUND_ISOTOPE_LADDER_CLOSURE,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6168.522135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6168.522135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Am,Americium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ096,QP094A-EZ096,96,152,248,96,152,96,344,344,400,96,96p+152n+96e,344u+400d+96e,126,8,12,6,18,4,OPEN_SHELL,7,0,FLOOR_PRIMARY,STABLE_ANCHOR_ISOTOPE_CLOSURE,7123.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,890.4999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,6233.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,7123.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,890.4999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,6233.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,KNOWN_RADIOACTIVE_HEAVY_SURFACE_DOWNSTREAM,radioactive,Cm,Curium,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ097,QP094A-EZ097,97,161,258,97,161,97,355,355,419,97,97p+161n+97e,355u+419d+97e,126,9,1,6,18,5,OPEN_SHELL,8,8,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,899.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6299.243489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,899.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6299.243489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Bk,Berkelium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ098,QP094A-EZ098,98,163,261,98,163,98,359,359,424,98,98p+163n+98e,359u+424d+98e,126,9,2,6,18,6,OPEN_SHELL,8,4,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6364.221354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6364.221354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Cf,Californium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ099,QP094A-EZ099,99,165,264,99,165,99,363,363,429,99,99p+165n+99e,363u+429d+99e,126,9,3,6,18,7,OPEN_SHELL,8,0,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7347.656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,918.4570312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,6429.199218749999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,7347.656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,918.4570312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,6429.199218749999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Es,Einsteinium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ100,QP094A-EZ100,100,166,266,100,166,100,366,366,432,100,100p+166n+100e,366u+432d+100e,126,9,4,6,18,8,OPEN_SHELL,8,8,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,927.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6494.067708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,927.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6494.067708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Fm,Fermium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ101,QP094A-EZ101,101,168,269,101,168,101,370,370,437,101,101p+168n+101e,370u+437d+101e,126,9,5,6,18,9,OPEN_SHELL,8,4,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6559.045572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6559.045572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Md,Mendelevium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ102,QP094A-EZ102,102,170,272,102,170,102,374,374,442,102,102p+170n+102e,374u+442d+102e,126,9,6,6,18,10,OPEN_SHELL,8,0,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7570.312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,946.2890624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,6624.023437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,7570.312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,946.2890624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,6624.023437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,No,Nobelium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ103,QP094A-EZ103,103,171,274,103,171,103,377,377,445,103,103p+171n+103e,377u+445d+103e,126,9,7,6,18,11,OPEN_SHELL,8,8,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,955.555989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6688.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,955.555989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6688.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Lr,Lawrencium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ104,QP094A-EZ104,104,173,277,104,173,104,381,381,450,104,104p+173n+104e,381u+450d+104e,126,9,8,6,18,12,OPEN_SHELL,8,4,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6753.869791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6753.869791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Rf,Rutherfordium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ105,QP094A-EZ105,105,175,280,105,175,105,385,385,455,105,105p+175n+105e,385u+455d+105e,126,9,9,6,18,13,OPEN_SHELL,8,0,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7792.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,974.1210937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,6818.847656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,7792.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,974.1210937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,6818.847656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Db,Dubnium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ106,QP094A-EZ106,106,176,282,106,176,106,388,388,458,106,106p+176n+106e,388u+458d+106e,126,9,10,6,18,14,OPEN_SHELL,8,8,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,983.388020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6883.716145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,983.388020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6883.716145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Sg,Seaborgium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ107,QP094A-EZ107,107,178,285,107,178,107,392,392,463,107,107p+178n+107e,392u+463d+107e,126,9,11,6,18,15,OPEN_SHELL,8,4,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666662,6948.694010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666662,6948.694010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Bh,Bohrium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ108,QP094A-EZ108,108,180,288,108,180,108,396,396,468,108,108p+180n+108e,396u+468d+108e,126,9,12,6,18,16,OPEN_SHELL,8,0,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8015.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1001.953125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7013.671874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,8015.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1001.953125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7013.671874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Hs,Hassium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ109,QP094A-EZ109,109,190,299,109,190,109,408,408,489,109,109p+190n+109e,408u+489d+109e,126,10,1,6,18,17,OPEN_SHELL,9,9,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7079.524739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7079.524739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Mt,Meitnerium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ110,QP094A-EZ110,110,192,302,110,192,110,412,412,494,110,110p+192n+110e,412u+494d+110e,126,10,2,6,18,18,CLOSED_SHELL,9,6,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7144.502604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7144.502604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Ds,Darmstadtium,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
