graph_id,edge_id,node_u,node_v,edge_type,source_provenance,physical_interaction_claim
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_MEMBER_H2,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_CORE_H2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_MEMBER_H3,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_CORE_H3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_MEMBER_H4,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_CORE_H4,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_MEMBER_O1,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_CORE_O1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_MEMBER_O2,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_CORE_O2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_MEMBER_O3,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_CORE_O3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_MEMBER_O4,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_CORE_O4,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_B01,SP09_EV03_TET4_ODD_CONTROL_CORE_B1,SP09_EV03_TET4_ODD_CONTROL_CORE_O1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_B02,SP09_EV03_TET4_ODD_CONTROL_CORE_B1,SP09_EV03_TET4_ODD_CONTROL_CORE_O2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_B03,SP09_EV03_TET4_ODD_CONTROL_CORE_B1,SP09_EV03_TET4_ODD_CONTROL_CORE_O3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_B04,SP09_EV03_TET4_ODD_CONTROL_CORE_B1,SP09_EV03_TET4_ODD_CONTROL_CORE_O4,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_B05,SP09_EV03_TET4_ODD_CONTROL_CORE_O1,SP09_EV03_TET4_ODD_CONTROL_CORE_H1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_B06,SP09_EV03_TET4_ODD_CONTROL_CORE_O2,SP09_EV03_TET4_ODD_CONTROL_CORE_H2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_B07,SP09_EV03_TET4_ODD_CONTROL_CORE_O3,SP09_EV03_TET4_ODD_CONTROL_CORE_H3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_B08,SP09_EV03_TET4_ODD_CONTROL_CORE_O4,SP09_EV03_TET4_ODD_CONTROL_CORE_H4,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_HYDRATION_01,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_W01,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_HYDRATION_02,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_HYDRATION_03,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_HYDRATION_04,SP09_EV03_TET4_ODD_CONTROL_FRAME,SP09_EV03_TET4_ODD_CONTROL_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_MEMBER_B1,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SP09_EV04_CORE_ONLY_CONTROL_CORE_B1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_MEMBER_H1,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SP09_EV04_CORE_ONLY_CONTROL_CORE_H1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_MEMBER_H2,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SP09_EV04_CORE_ONLY_CONTROL_CORE_H2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_MEMBER_H3,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SP09_EV04_CORE_ONLY_CONTROL_CORE_H3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_MEMBER_H4,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SP09_EV04_CORE_ONLY_CONTROL_CORE_H4,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_MEMBER_O1,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SP09_EV04_CORE_ONLY_CONTROL_CORE_O1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_MEMBER_O2,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SP09_EV04_CORE_ONLY_CONTROL_CORE_O2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_MEMBER_O3,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SP09_EV04_CORE_ONLY_CONTROL_CORE_O3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_MEMBER_O4,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SP09_EV04_CORE_ONLY_CONTROL_CORE_O4,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_B01,SP09_EV04_CORE_ONLY_CONTROL_CORE_B1,SP09_EV04_CORE_ONLY_CONTROL_CORE_O1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_B02,SP09_EV04_CORE_ONLY_CONTROL_CORE_B1,SP09_EV04_CORE_ONLY_CONTROL_CORE_O2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_B03,SP09_EV04_CORE_ONLY_CONTROL_CORE_B1,SP09_EV04_CORE_ONLY_CONTROL_CORE_O3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_B04,SP09_EV04_CORE_ONLY_CONTROL_CORE_B1,SP09_EV04_CORE_ONLY_CONTROL_CORE_O4,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_B05,SP09_EV04_CORE_ONLY_CONTROL_CORE_O1,SP09_EV04_CORE_ONLY_CONTROL_CORE_H1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_B06,SP09_EV04_CORE_ONLY_CONTROL_CORE_O2,SP09_EV04_CORE_ONLY_CONTROL_CORE_H2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_B07,SP09_EV04_CORE_ONLY_CONTROL_CORE_O3,SP09_EV04_CORE_ONLY_CONTROL_CORE_H3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_B08,SP09_EV04_CORE_ONLY_CONTROL_CORE_O4,SP09_EV04_CORE_ONLY_CONTROL_CORE_H4,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)4- formula connectivity,connectivity_only_no_order_or_energy
